title,rank,date,artist,trend
Love Tonight - David Guetta Remix Edit,46,8/19/2021,Shouse,MOVE_UP
LE CANE,47,8/19/2021,"Muti, UZI, Critical, Heijan",MOVE_DOWN
Mendung Tanpo Udan,48,8/19/2021,Ndarboy Genk,MOVE_UP
ralli,49,8/19/2021,"Lvbel C5, Batuflex",SAME_POSITION
Lütfen,50,8/19/2021,cakal,MOVE_DOWN
Моя голова винтом (My head is spinning like a screw),1,3/6/2021,kostromin,SAME_POSITION
SugarCrash!,2,3/6/2021,ElyOtto,SAME_POSITION
telepatía,3,3/6/2021,Kali Uchis,SAME_POSITION
Heartbreak Anniversary,4,3/6/2021,Giveon,SAME_POSITION
Astronaut In The Ocean,5,3/6/2021,Masked Wolf,MOVE_UP
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,6,3/6/2021,Nathan Evans,MOVE_DOWN
Kota,7,3/6/2021,Dere,SAME_POSITION
Tokyo,8,3/6/2021,Leat'eq,SAME_POSITION
Wellerman - Sea Shanty,9,3/6/2021,Nathan Evans,SAME_POSITION
Fiel,10,3/6/2021,"Los Legendarios, Wisin, Jhay Cortez",SAME_POSITION
Latest Trends,11,3/6/2021,A1 x J1,SAME_POSITION
Yours,12,3/6/2021,"Raiden, CHANYEOL, LeeHi, CHANGMO",SAME_POSITION
Friday - Dopamine Re-Edit,13,3/6/2021,"Riton, Nightcrawlers",MOVE_UP
Tapão Na Raba,14,3/6/2021,Raí Saia Rodada,MOVE_DOWN
Ella No Es Tuya - Remix,15,3/6/2021,"Rochy RD, Myke Towers, Nicki Nicole",MOVE_DOWN
Weak,16,3/6/2021,Larissa Lambert,SAME_POSITION
Drive Forever - Remix,17,3/6/2021,"Sergio Valentino, xakavir",SAME_POSITION
Track Star,18,3/6/2021,Mooski,SAME_POSITION
Tomboy,19,3/6/2021,Destiny Rogers,SAME_POSITION
Uzaklara Savrulalım,20,3/6/2021,"Perdenin Ardındakiler, Mark Eliyahu",SAME_POSITION
La Vie En Rose,21,3/6/2021,Emily Watts,SAME_POSITION
C.H.R.I.S.Y.E.,22,3/6/2021,"Diskoria, Laleilmanino, Eva Celia",SAME_POSITION
I'm Missing You,23,3/6/2021,Sunjae,SAME_POSITION
Roadtrip,24,3/6/2021,"Dream, PmBata",SAME_POSITION
Saturno,25,3/6/2021,"BIN, Mainstreet, Ajaxx",MOVE_UP
ROLLIN N CONTROLLIN FREESTYLE,26,3/6/2021,DUSTY LOCANE,MOVE_DOWN
Deus Me Proteja,27,3/6/2021,Chico César,SAME_POSITION
Ordentlich,28,3/6/2021,t-low,SAME_POSITION
Arcade,29,3/6/2021,Duncan Laurence,MOVE_UP
Blue Jeans,30,3/6/2021,GANGGA,MOVE_UP
Subwoofer,31,3/6/2021,SHINSKY x DIMA,MOVE_DOWN
Wellerman,32,3/6/2021,Sea Shanty,MOVE_DOWN
Your Love (9PM),33,3/6/2021,"ATB, Topic, A7S",SAME_POSITION
Kül,34,3/6/2021,"Cem Adrian, Mark Eliyahu",SAME_POSITION
Believe Me,35,3/6/2021,Navos,SAME_POSITION
Lezioni di volo,36,3/6/2021,Wrongonyou,NEW_ENTRY
drivers license,37,3/6/2021,Olivia Rodrigo,MOVE_DOWN
Acabou a Água (feat. Mc Ygor Yanks),38,3/6/2021,"MC 3L, DJ J2, DJ PBeats",MOVE_UP
To the Bone,39,3/6/2021,Pamungkas,MOVE_UP
Batom de Cereja - Ao Vivo,40,3/6/2021,Israel & Rodolffo,SAME_POSITION
Szklanki,41,3/6/2021,Young Leosia,MOVE_DOWN
Chhor Denge,42,3/6/2021,"Sachet-Parampara, Parampara Tandon, Nora Fatehi",MOVE_DOWN
So Pretty,43,3/6/2021,Reyanna Maria,MOVE_DOWN
Starlight,44,3/6/2021,CHA NI (SF9),MOVE_DOWN
"Ghalat Fehmi - From ""Superstar""",45,3/6/2021,"Asim Azhar, Zenab Fatimah Sultan",MOVE_DOWN
Ратата,46,3/6/2021,Konfuz,SAME_POSITION
Pierre,47,3/6/2021,Ryn Weaver,MOVE_DOWN
Knock Knock,48,3/6/2021,SoFaygo,MOVE_DOWN
Back In Blood (feat. Lil Durk),49,3/6/2021,Pooh Shiesty,MOVE_DOWN
VIVID VICE,50,3/6/2021,Who-ya Extended,MOVE_DOWN
#BrooklynBloodPop!,1,5/5/2021,SyKo,SAME_POSITION
Na Ponta Do Pé,2,5/5/2021,Nadson O Ferinha,SAME_POSITION
Tampa,3,5/5/2021,Cico P,SAME_POSITION
Poblado,4,5/5/2021,"Crissin, Totoy El Frio, Natan & Shander",MOVE_UP
After School,5,5/5/2021,Weeekly,MOVE_DOWN
Binibini,6,5/5/2021,Zack Tabudlo,SAME_POSITION
Das ist alles von der Kunstfreiheit gedeckt,7,5/5/2021,Danger Dan,SAME_POSITION
Krvn,8,5/5/2021,UZI,SAME_POSITION
Perros Blancos Freestyle,9,5/5/2021,"Reckol, cakal",SAME_POSITION
Kiss Me More (feat. SZA),10,5/5/2021,Doja Cat,SAME_POSITION
Barbar,11,5/5/2021,Kaan Boşnak,SAME_POSITION
Runaway,12,5/5/2021,AURORA,SAME_POSITION
Nangangamba,13,5/5/2021,Zack Tabudlo,SAME_POSITION
Yucky Blucky Fruitcake,14,5/5/2021,Iamdoechii,SAME_POSITION
Rasputin,15,5/5/2021,"Majestic, Boney M.",MOVE_UP
Iko Iko (My Bestie),16,5/5/2021,"Justin Wellington, Small Jam",MOVE_UP
"Volta Bebê, Volta Neném",17,5/5/2021,"Dj Guuga, DJ Ivis",MOVE_DOWN
Fiołkowe Pole,18,5/5/2021,"Sobel, Piotrek Lewandowski",MOVE_DOWN
Break it off,19,5/5/2021,PinkPantheress,SAME_POSITION
deja vu,20,5/5/2021,Olivia Rodrigo,MOVE_UP
Venom,21,5/5/2021,Little Simz,MOVE_DOWN
Body,22,5/5/2021,"Russ Millions, Tion Wayne",MOVE_UP
Martılar,23,5/5/2021,EDIS,SAME_POSITION
Tenang,24,5/5/2021,Yura Yunita,MOVE_DOWN
Umrumda Değil,25,5/5/2021,UZI,MOVE_UP
MONTERO (Call Me By Your Name),26,5/5/2021,Lil Nas X,MOVE_DOWN
Sneaky Link,27,5/5/2021,"HXLLYWOOD, Glizzy G",MOVE_UP
Deixa Eu Falar pra Você,28,5/5/2021,Josué Bom de Faixa,SAME_POSITION
ASAP,29,5/5/2021,STAYC,MOVE_UP
Bipolar,30,5/5/2021,"Mc Davi, Mc Pedrinho, Mc Don Juan",MOVE_UP
Freaks,31,5/5/2021,Surf Curse,MOVE_UP
I Hear a Symphony,32,5/5/2021,Cody Fry,MOVE_DOWN
Marea (We’ve Lost Dancing),33,5/5/2021,"Fred again.., The Blessed Madonna",MOVE_DOWN
ghost town (voice memo),34,5/5/2021,Chloe George,MOVE_DOWN
YKWIM?,35,5/5/2021,Yot Club,MOVE_UP
Vida Louca,36,5/5/2021,"Mc Poze do Rodo, Neo Beats, Mainstreet",MOVE_UP
Meu Pisêro,37,5/5/2021,DUDA BEAT,MOVE_DOWN
Jireh (feat. Chandler Moore & Naomi Raine),38,5/5/2021,"Elevation Worship, Maverick City Music",MOVE_UP
WHOLE LOTTA MONEY,39,5/5/2021,BIA,MOVE_DOWN
Frans Duits,40,5/5/2021,"Donnie, Frans Duijts",MOVE_DOWN
Leave The Door Open,41,5/5/2021,"Bruno Mars, Anderson .Paak, Silk Sonic",SAME_POSITION
RAPSTAR,42,5/5/2021,Polo G,SAME_POSITION
La Mamá de la Mamá,43,5/5/2021,"El Alfa, Chael Produciendo, CJ, El Cherry Scom",MOVE_UP
Friday - Dopamine Re-Edit,44,5/5/2021,"Riton, Nightcrawlers",MOVE_DOWN
Tiroteo - Remix,45,5/5/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",MOVE_DOWN
Talking To Jesus (feat. Brandon Lake),46,5/5/2021,"Elevation Worship, Maverick City Music",MOVE_UP
Tipo Gin - Ao Vivo,47,5/5/2021,MC Kevin o Chris,MOVE_UP
Baby Me Atende,48,5/5/2021,"Matheus Fernandes, Dilsinho",MOVE_DOWN
4 Da Gang (with Roddy Ricch),49,5/5/2021,42 Dugg,NEW_ENTRY
Am,50,5/5/2021,"Nio Garcia, Flow La Movie",SAME_POSITION
Chivirika,1,4/7/2021,"El Villanord, Yailin la Mas Viral",SAME_POSITION
Espirra o Lança,2,4/7/2021,"Dj Serpinha, MC 2jhow",SAME_POSITION
Prom Night,3,4/7/2021,Riovaz,SAME_POSITION
Gone,4,4/7/2021,ROSÉ,SAME_POSITION
YKWIM?,5,4/7/2021,Yot Club,SAME_POSITION
Yucky Blucky Fruitcake,6,4/7/2021,Iamdoechii,SAME_POSITION
Ako Naman Muna,7,4/7/2021,Angela Ken,SAME_POSITION
On The Ground,8,4/7/2021,ROSÉ,SAME_POSITION
I Hear a Symphony,9,4/7/2021,Cody Fry,SAME_POSITION
Iko Iko (My Bestie),10,4/7/2021,"Justin Wellington, Small Jam",SAME_POSITION
Cloud 9,11,4/7/2021,Beach Bunny,SAME_POSITION
Disco Arranhado - Funk Remix,12,4/7/2021,"Malu, DJ Lucas Beat",SAME_POSITION
Leave The Door Open,13,4/7/2021,"Bruno Mars, Anderson .Paak, Silk Sonic",SAME_POSITION
Umrumda Değil,14,4/7/2021,UZI,SAME_POSITION
Fiel,15,4/7/2021,"Los Legendarios, Wisin, Jhay Cortez",MOVE_UP
Heartbreak Anniversary,16,4/7/2021,Giveon,MOVE_DOWN
Rollin',17,4/7/2021,Brave Girls,SAME_POSITION
telepatía,18,4/7/2021,Kali Uchis,SAME_POSITION
To the Bone,19,4/7/2021,Pamungkas,SAME_POSITION
Enjoy Enjaami,20,4/7/2021,"Dhee, Arivu, Santhosh Narayanan",SAME_POSITION
abcdefu,1,11/21/2021,GAYLE,SAME_POSITION
SAD GIRLZ LUV MONEY Remix,2,11/21/2021,Amaarae,SAME_POSITION
Do It To It,3,11/21/2021,"ACRAZE, Cherish",SAME_POSITION
Bota a Mão no Chão,4,11/21/2021,"Felipe Cardoso DJ, Mc Fopi",SAME_POSITION
Own Brand Freestyle,5,11/21/2021,"FelixThe1st, Dreya Mac, Finch Fetti",SAME_POSITION
Por Supuesto,6,11/21/2021,Marina Sena,SAME_POSITION
Notion,7,11/21/2021,The Rare Occasions,SAME_POSITION
abcdefu (angrier),8,11/21/2021,GAYLE,SAME_POSITION
Toxic,9,11/21/2021,BoyWithUke,SAME_POSITION
MIDDLE OF THE NIGHT,10,11/21/2021,Elley Duhé,SAME_POSITION
Я буду ебать,11,11/21/2021,"Moreart, IHI",MOVE_UP
Dat heb jij gedaan,12,11/21/2021,MEAU,MOVE_UP
Ameaça,13,11/21/2021,"Paulo Pires, Mc Danny, Marcynho Sensação",MOVE_DOWN
GHOST TOWN,14,11/21/2021,Benson Boone,MOVE_UP
Want me!! (OFFICIAL SONG),15,11/21/2021,Cl4pers,MOVE_DOWN
Hadal Ahbek,1,2/6/2021,Issam Alnajjar,MOVE_UP
Panalo (Trap Cariñosa),2,2/6/2021,Ez Mil,MOVE_DOWN
drivers license,3,2/6/2021,Olivia Rodrigo,SAME_POSITION
I'm not Pretty,4,2/6/2021,JESSIA,MOVE_UP
Astronaut In The Ocean,5,2/6/2021,Masked Wolf,MOVE_UP
ROLLIN N CONTROLLIN FREESTYLE,6,2/6/2021,DUSTY LOCANE,MOVE_UP
I Am (feat. Flo Milli),7,2/6/2021,"Yung Baby Tate, Slade Da Monsta",MOVE_UP
LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO),8,2/6/2021,MACE,MOVE_UP
Xerecard,9,2/6/2021,"Jeff Costa, Mc Danny",MOVE_UP
Esquema Preferido,10,2/6/2021,"DJ Ivis, Tarcísio do Acordeon",SAME_POSITION
Paparazzi,11,2/6/2021,Kim Dracula,MOVE_UP
Violent,12,2/6/2021,carolesdaughter,MOVE_UP
Defenceless,13,2/6/2021,Louis Tomlinson,MOVE_UP
Wellerman,14,2/6/2021,The Longest Johns,SAME_POSITION
"Ghalat Fehmi - From ""Superstar""",15,2/6/2021,"Asim Azhar, Zenab Fatimah Sultan",MOVE_UP
Wildest Dreams,16,2/6/2021,Duomo,SAME_POSITION
Good Days,17,2/6/2021,SZA,MOVE_UP
Katakan Saja,18,2/6/2021,Khifnu,MOVE_UP
Mi Trokita Cumbia,19,2/6/2021,Obzesion,MOVE_UP
Immaterial,20,2/6/2021,SOPHIE,MOVE_DOWN
It's Okay To Cry,21,2/6/2021,SOPHIE,MOVE_DOWN
Best Friend (feat. Doja Cat),22,2/6/2021,Saweetie,MOVE_UP
Pierre,23,2/6/2021,Ryn Weaver,MOVE_UP
2 Phút Hơn - KAIZ Remix,24,2/6/2021,Pháo,MOVE_UP
"SEVEN 7oo",25,2/6/2021,RM4E,MOVE_DOWN
Dünyadan Uzak,26,2/6/2021,Sakiler,SAME_POSITION
Rolando (Caught In The Rain),27,2/6/2021,DUSTY LOCANE,MOVE_UP
Blue Jeans,28,2/6/2021,GANGGA,MOVE_UP
M4,29,2/6/2021,"Teto, Matuê",SAME_POSITION
Camisa do Flamengo,30,2/6/2021,"MC Meno K, DJ 2L da Rocinha",MOVE_UP
Streets,31,2/6/2021,Doja Cat,SAME_POSITION
What A Shame,32,2/6/2021,Leyla Blue,MOVE_UP
Save Your Tears,33,2/6/2021,The Weeknd,MOVE_UP
Mmmh,34,2/6/2021,KAI,MOVE_UP
Buss It,35,2/6/2021,Erica Banks,MOVE_UP
Brown Munde,36,2/6/2021,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",MOVE_UP
うっせぇわ,37,2/6/2021,Ado,MOVE_UP
Flames (feat. Avril Lavigne),38,2/6/2021,MOD SUN,MOVE_UP
No Te Enamores - Remix,39,2/6/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",MOVE_UP
I′m in the Mood for Dancing,40,2/6/2021,YUJU,MOVE_UP
Boku no Sensou - TV Size,41,2/6/2021,Shinsei Kamattechan,MOVE_UP
Come Back Home,42,2/6/2021,"Petey Martin, Lauren Daigle",MOVE_UP
Camisa do Grêmio,43,2/6/2021,"MC Meno K, DJ Neeh",MOVE_DOWN
agoraphobic,44,2/6/2021,CORPSE,MOVE_DOWN
Back In Blood (feat. Lil Durk),45,2/6/2021,Pooh Shiesty,NEW_ENTRY
Beat Box 2 (feat. Pooh Shiesty),46,2/6/2021,SpotemGottem,SAME_POSITION
Heartbreak Anniversary,47,2/6/2021,Giveon,NEW_ENTRY
Can You Feel My Heart,48,2/6/2021,Bring Me The Horizon,MOVE_DOWN
Não Te Quero,49,2/6/2021,"NATTAN, Zé Vaqueiro",SAME_POSITION
Bayrisch Drip,50,2/6/2021,Sääftig,MOVE_DOWN
Marea (We’ve Lost Dancing),21,4/7/2021,"Fred again.., The Blessed Madonna",MOVE_UP
Astronaut In The Ocean,22,4/7/2021,Masked Wolf,MOVE_UP
La Llevo Al Cielo,23,4/7/2021,"Yung Caza, Chencho Corleone",MOVE_DOWN
Kiss (Never Let Me Go),24,4/7/2021,"Thyro, Yumi",SAME_POSITION
Friday - Dopamine Re-Edit,25,4/7/2021,"Riton, Nightcrawlers",MOVE_UP
Rasputin,26,4/7/2021,"Majestic, Boney M.",MOVE_UP
Track Star,27,4/7/2021,Mooski,MOVE_UP
"Dale Corte",28,4/7/2021,Yeremih NoMercy,MOVE_DOWN
Slumber Party (feat. Princess Nokia),29,4/7/2021,Ashnikko,MOVE_UP
Batom de Cereja - Ao Vivo,30,4/7/2021,Israel & Rodolffo,MOVE_UP
Runaway,31,4/7/2021,AURORA,MOVE_UP
Tu Aake Dekhle,32,4/7/2021,King,MOVE_UP
Mi manchi,33,4/7/2021,Aka 7even,SAME_POSITION
SugarCrash!,34,4/7/2021,ElyOtto,MOVE_DOWN
Cupid's Chokehold / Breakfast in America,35,4/7/2021,Gym Class Heroes,MOVE_UP
Romeo & Juliet,36,4/7/2021,Peter McPoland,MOVE_DOWN
Baby Me Atende,37,4/7/2021,"Matheus Fernandes, Dilsinho",MOVE_UP
Tokyo,38,4/7/2021,Leat'eq,SAME_POSITION
Anota Placa,39,4/7/2021,"Tz da Coronel, Vinta, DJ PurpleRain.REC",MOVE_UP
Flamenco y Bachata,40,4/7/2021,Daviles de Novelda,MOVE_UP
Hold On,41,4/7/2021,Justin Bieber,MOVE_DOWN
Tapão Na Raba,42,4/7/2021,Raí Saia Rodada,MOVE_UP
Arcade,43,4/7/2021,Duncan Laurence,MOVE_UP
Somebody To Love,44,4/7/2021,Axel Black & White,MOVE_UP
Till Forever Falls Apart,45,4/7/2021,"Ashe, FINNEAS",MOVE_UP
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,46,4/7/2021,Nathan Evans,MOVE_UP
Please Don't Go,47,4/7/2021,Mike Posner,SAME_POSITION
Sometimes (Backwood),48,4/7/2021,gigi,MOVE_UP
"L-Gante: Bzrp Music Sessions, Vol.38",49,4/7/2021,"Bizarrap, L-Gante",NEW_ENTRY
Yours,50,4/7/2021,"Raiden, CHANYEOL, LeeHi, CHANGMO",NEW_ENTRY
Se Tá Solteira,16,11/21/2021,"FBC, VHOOR, Mac Júlia",SAME_POSITION
all I want is you,17,11/21/2021,"Rebzyyx, hoshie star",SAME_POSITION
Pegada de Malvado,18,11/21/2021,"Mc Danone, Mc Frog",SAME_POSITION
Easy On Me,19,11/21/2021,Adele,MOVE_UP
Nothing,20,11/21/2021,Bruno Major,MOVE_UP
I Love You So,21,11/21/2021,The Walters,MOVE_DOWN
Cpr,22,11/21/2021,cupcakKe,MOVE_UP
Ela me Falou Que Quer Rave,23,11/21/2021,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",MOVE_DOWN
Pa Tra Rkt,24,11/21/2021,"Callejero Fino, Pusho DJ",MOVE_UP
Nuestra Canción,25,11/21/2021,"Monsieur Periné, Vicente Garcia",MOVE_DOWN
24/7,26,11/21/2021,"Celina Sharma, Harris J.",SAME_POSITION
Vai Lá Em Casa Hoje,27,11/21/2021,"George Henrique & Rodrigo, Marília Mendonça",SAME_POSITION
Kina Chir,28,11/21/2021,The PropheC,MOVE_UP
The Perfect Girl,29,11/21/2021,Mareux,MOVE_UP
Seventeen Going Under,30,11/21/2021,Sam Fender,MOVE_DOWN
Mon Amour - Remix,31,11/21/2021,"zzoilo, Aitana",MOVE_UP
10 NUMARA,32,11/21/2021,Lvbel C5,MOVE_DOWN
Hayrola,33,11/21/2021,"Artz, Bugy, Ezhel",MOVE_DOWN
Moth To A Flame (with The Weeknd),34,11/21/2021,Swedish House Mafia,MOVE_DOWN
Dibine Kadar,35,11/21/2021,Duman,SAME_POSITION
Better Days (NEIKED x Mae Muller x Polo G),36,11/21/2021,NEIKED,SAME_POSITION
Habang Buhay,37,11/21/2021,Zack Tabudlo,SAME_POSITION
right here,38,11/21/2021,"Lil Peep, Horse Head",MOVE_UP
Face Off,39,11/21/2021,"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",MOVE_UP
BMW,40,11/21/2021,"Because, Leslie",MOVE_DOWN
Enchanted,41,11/21/2021,Taylor Swift,MOVE_DOWN
masquerade,42,11/21/2021,Siouxxie,SAME_POSITION
Altüst Olmuşum,43,11/21/2021,Mavi Gri,SAME_POSITION
Presepada,44,11/21/2021,"Marília Mendonça, Maiara & Maraisa",MOVE_UP
WFM,45,11/21/2021,RealestK,MOVE_UP
Chitta,46,11/21/2021,Manan Bhardwaj,MOVE_DOWN
Esqueça-Me Se For Capaz,47,11/21/2021,"Marília Mendonça, Maiara & Maraisa",SAME_POSITION
Everyday Normal Guy 2,48,11/21/2021,Jon Lajoie,SAME_POSITION
Runtuh,49,11/21/2021,"Feby Putri, Fiersa Besari",MOVE_UP
The Feels,50,11/21/2021,TWICE,MOVE_DOWN
Моя голова винтом (My head is spinning like a screw),1,3/7/2021,kostromin,SAME_POSITION
SugarCrash!,2,3/7/2021,ElyOtto,SAME_POSITION
telepatía,3,3/7/2021,Kali Uchis,SAME_POSITION
Astronaut In The Ocean,4,3/7/2021,Masked Wolf,MOVE_UP
Heartbreak Anniversary,5,3/7/2021,Giveon,MOVE_DOWN
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,6,3/7/2021,Nathan Evans,SAME_POSITION
Polvere da sparo,7,3/7/2021,Gaudiano,NEW_ENTRY
Kota,8,3/7/2021,Dere,MOVE_DOWN
Tokyo,9,3/7/2021,Leat'eq,MOVE_DOWN
Wellerman - Sea Shanty,10,3/7/2021,Nathan Evans,MOVE_DOWN
Fiel,11,3/7/2021,"Los Legendarios, Wisin, Jhay Cortez",MOVE_DOWN
Scopriti,12,3/7/2021,Folcast,NEW_ENTRY
Tapão Na Raba,13,3/7/2021,Raí Saia Rodada,MOVE_UP
Latest Trends,14,3/7/2021,A1 x J1,MOVE_DOWN
Friday - Dopamine Re-Edit,15,3/7/2021,"Riton, Nightcrawlers",MOVE_DOWN
Yours,16,3/7/2021,"Raiden, CHANYEOL, LeeHi, CHANGMO",MOVE_DOWN
Ella No Es Tuya - Remix,17,3/7/2021,"Rochy RD, Myke Towers, Nicki Nicole",MOVE_DOWN
Track Star,18,3/7/2021,Mooski,SAME_POSITION
Drive Forever - Remix,19,3/7/2021,"Sergio Valentino, xakavir",MOVE_DOWN
Weak,20,3/7/2021,Larissa Lambert,MOVE_DOWN
Regina,21,3/7/2021,Davide Shorty,NEW_ENTRY
Tomboy,22,3/7/2021,Destiny Rogers,MOVE_DOWN
La Vie En Rose,23,3/7/2021,Emily Watts,MOVE_DOWN
Uzaklara Savrulalım,24,3/7/2021,"Perdenin Ardındakiler, Mark Eliyahu",MOVE_DOWN
Roadtrip,25,3/7/2021,"Dream, PmBata",MOVE_DOWN
C.H.R.I.S.Y.E.,26,3/7/2021,"Diskoria, Laleilmanino, Eva Celia",MOVE_DOWN
I'm Missing You,27,3/7/2021,Sunjae,MOVE_DOWN
Saturno,28,3/7/2021,"BIN, Mainstreet, Ajaxx",MOVE_DOWN
ROLLIN N CONTROLLIN FREESTYLE,29,3/7/2021,DUSTY LOCANE,MOVE_DOWN
To the Bone,30,3/7/2021,Pamungkas,MOVE_UP
Arcade,31,3/7/2021,Duncan Laurence,MOVE_DOWN
Ordentlich,32,3/7/2021,t-low,MOVE_DOWN
Deus Me Proteja,33,3/7/2021,Chico César,MOVE_DOWN
Wellerman,34,3/7/2021,Sea Shanty,MOVE_DOWN
Lezioni di volo,35,3/7/2021,Wrongonyou,MOVE_UP
Your Love (9PM),36,3/7/2021,"ATB, Topic, A7S",MOVE_DOWN
Subwoofer,37,3/7/2021,SHINSKY x DIMA,MOVE_DOWN
Acabou a Água (feat. Mc Ygor Yanks),38,3/7/2021,"MC 3L, DJ J2, DJ PBeats",SAME_POSITION
Blue Jeans,39,3/7/2021,GANGGA,MOVE_DOWN
drivers license,40,3/7/2021,Olivia Rodrigo,MOVE_DOWN
Kül,41,3/7/2021,"Cem Adrian, Mark Eliyahu",MOVE_DOWN
Believe Me,42,3/7/2021,Navos,MOVE_DOWN
Batom de Cereja - Ao Vivo,43,3/7/2021,Israel & Rodolffo,MOVE_DOWN
Szklanki,44,3/7/2021,Young Leosia,MOVE_DOWN
Chhor Denge,45,3/7/2021,"Sachet-Parampara, Parampara Tandon, Nora Fatehi",MOVE_DOWN
So Pretty,46,3/7/2021,Reyanna Maria,MOVE_DOWN
"Ghalat Fehmi - From ""Superstar""",47,3/7/2021,"Asim Azhar, Zenab Fatimah Sultan",MOVE_DOWN
Pierre,48,3/7/2021,Ryn Weaver,MOVE_DOWN
Ратата,49,3/7/2021,Konfuz,MOVE_DOWN
Knock Knock,50,3/7/2021,SoFaygo,MOVE_DOWN
It's Only Me - Studio Version,1,8/20/2021,Kaleb J,NEW_ENTRY
Manike Mage Hithe,2,8/20/2021,"Chamath Sangeeth, Yohani, Satheeshan",MOVE_DOWN
Ik Ga Zwemmen,3,8/20/2021,Mart Hoogkamer,MOVE_DOWN
Loverboy,4,8/20/2021,A-Wall,MOVE_DOWN
Love Me Like That,5,8/20/2021,Sam Kim,MOVE_DOWN
Bilmem Mi?,6,8/20/2021,Sefo,MOVE_DOWN
FVN!,7,8/20/2021,LVL1,MOVE_DOWN
Puppy Princess,8,8/20/2021,Hot Freaks,MOVE_DOWN
STAY (with Justin Bieber),9,8/20/2021,The Kid LAROI,MOVE_DOWN
Mon Amour,10,8/20/2021,zzoilo,MOVE_DOWN
Not Around,11,8/20/2021,Nova,MOVE_DOWN
Amapolas,12,8/20/2021,Leo Rizzi,MOVE_DOWN
Wake Up,13,8/20/2021,Cheese People,NEW_ENTRY
Strange,14,8/20/2021,Celeste,MOVE_DOWN
Pepas,15,8/20/2021,Farruko,MOVE_DOWN
Everywhereigo,16,8/20/2021,Babyxsosa,MOVE_DOWN
FMRN,17,8/20/2021,Lilyisthatyou,MOVE_DOWN
edamame (feat. Rich Brian),18,8/20/2021,bbno$,MOVE_DOWN
Not Into You,19,8/20/2021,Brooksie,MOVE_DOWN
París,20,8/20/2021,Ingratax,MOVE_DOWN
Rose - English Version,21,8/20/2021,D.O.,MOVE_DOWN
INDUSTRY BABY (feat. Jack Harlow),22,8/20/2021,Lil Nas X,MOVE_DOWN
Beethoven,23,8/20/2021,Kenndog,MOVE_DOWN
double take,24,8/20/2021,dhruv,MOVE_UP
GYALIS,25,8/20/2021,Capella Grey,MOVE_UP
Duvet,26,8/20/2021,bôa,SAME_POSITION
GECELERİN DERDİ,27,8/20/2021,BEGE,MOVE_DOWN
Sen Varsın Diye,28,8/20/2021,Yüzyüzeyken Konuşuruz,MOVE_DOWN
Pesan Terakhir,29,8/20/2021,Lyodra,MOVE_DOWN
Dueles Tan Bien,30,8/20/2021,Bruses,MOVE_DOWN
Rei Lacoste,31,8/20/2021,"MD Chefe, DomLaike",SAME_POSITION
Over The Top (feat. Drake),32,8/20/2021,Smiley,MOVE_DOWN
Entre Nosotros,33,8/20/2021,"Tiago PZK, LIT killah",MOVE_DOWN
Here's Your Perfect,34,8/20/2021,Jamie Miller,MOVE_DOWN
Bul Beni,35,8/20/2021,Ezhel,MOVE_DOWN
Trompetisto,36,8/20/2021,Sjaak,MOVE_DOWN
It's You,37,8/20/2021,Sezairi,MOVE_DOWN
Love Tonight - Edit,38,8/20/2021,Shouse,MOVE_UP
Adem Je In - Remix,39,8/20/2021,"S10, Frenna, Kevin",MOVE_DOWN
"I Ciebie też, bardzo",40,8/20/2021,Męskie Granie Orkiestra 2021,MOVE_DOWN
I'm Gonna Love You,41,8/20/2021,"D.O., Wonstein",MOVE_DOWN
Dark Red,42,8/20/2021,Steve Lacy,MOVE_DOWN
Woman,43,8/20/2021,Doja Cat,MOVE_UP
Rose,44,8/20/2021,D.O.,MOVE_DOWN
Love Tonight - David Guetta Remix Edit,45,8/20/2021,Shouse,MOVE_UP
Viela,46,8/20/2021,Marcynho Sensação,MOVE_DOWN
LE CANE,47,8/20/2021,"Muti, UZI, Critical, Heijan",SAME_POSITION
Tranquilísimo,48,8/20/2021,"Israel B, C. Tangana, LOWLIGHT",MOVE_DOWN
Mendung Tanpo Udan,49,8/20/2021,Ndarboy Genk,MOVE_DOWN
ralli,50,8/20/2021,"Lvbel C5, Batuflex",MOVE_DOWN
Castaways,1,6/4/2021,The Backyardigans,SAME_POSITION
PHONKY TOWN,2,6/4/2021,PlayaPhonk,MOVE_UP
I WANNA BE YOUR SLAVE,3,6/4/2021,Måneskin,MOVE_DOWN
SHUM,4,6/4/2021,Go_A,SAME_POSITION
Here's Your Perfect,5,6/4/2021,Jamie Miller,SAME_POSITION
ZITTI E BUONI,6,6/4/2021,Måneskin,SAME_POSITION
Dick (feat. Doja Cat),7,6/4/2021,StarBoi3,SAME_POSITION
