title,rank,date,artist,trend
GYALIS,23,8/8/2021,Capella Grey,MOVE_UP
Für dich (feat. ille & MABU),24,8/8/2021,"lityway, yungfijay",MOVE_UP
SAD GIRLZ LUV MONEY Remix,1,11/11/2021,Amaarae,SAME_POSITION
GHOST TOWN,2,11/11/2021,Benson Boone,MOVE_UP
Do It To It,3,11/11/2021,"ACRAZE, Cherish",MOVE_UP
Por Supuesto,4,11/11/2021,Marina Sena,MOVE_UP
Notion,5,11/11/2021,The Rare Occasions,MOVE_UP
Toxic,6,11/11/2021,BoyWithUke,MOVE_UP
Nuestra Canción,7,11/11/2021,"Monsieur Periné, Vicente Garcia",MOVE_UP
Я буду ебать,8,11/11/2021,"Moreart, IHI",MOVE_UP
Ameaça,9,11/11/2021,"Paulo Pires, Mc Danny, Marcynho Sensação",SAME_POSITION
Estrelinha - Ao Vivo,10,11/11/2021,"Di Paullo & Paulino, Marília Mendonça",MOVE_UP
abcdefu,11,11/11/2021,GAYLE,MOVE_UP
all I want is you,13,11/11/2021,"Rebzyyx, hoshie star",MOVE_UP
I Love You So,14,11/11/2021,The Walters,MOVE_UP
Profissão F0Da,15,11/11/2021,"DJ Roca, Mc Delux, MC PPS",MOVE_DOWN
Want me - THE OFFICIAL SONG,16,11/11/2021,Cl4pers,SAME_POSITION
WFM,17,11/11/2021,RealestK,SAME_POSITION
24/7,18,11/11/2021,"Celina Sharma, Harris J.",SAME_POSITION
Distance Love,19,11/11/2021,"Grewal, Zehr Vibe",MOVE_UP
Easy On Me,20,11/11/2021,Adele,SAME_POSITION
Nothing,21,11/11/2021,Bruno Major,MOVE_UP
Habang Buhay,22,11/11/2021,Zack Tabudlo,MOVE_UP
Better Days (NEIKED x Mae Muller x Polo G),23,11/11/2021,NEIKED,MOVE_DOWN
see you later (ten years),24,11/11/2021,Jenna Raine,MOVE_DOWN
masquerade,25,11/11/2021,Siouxxie,SAME_POSITION
Face Off,26,11/11/2021,"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",MOVE_DOWN
Todo Mundo Menos Você,27,11/11/2021,"Marília Mendonça, Maiara & Maraisa",MOVE_UP
BMW,28,11/11/2021,"Because, Leslie",MOVE_DOWN
10 NUMARA,29,11/11/2021,Lvbel C5,MOVE_DOWN
Esqueça-Me Se For Capaz,30,11/11/2021,"Marília Mendonça, Maiara & Maraisa",MOVE_UP
Chitta,31,11/11/2021,Manan Bhardwaj,MOVE_DOWN
Kina Chir,32,11/11/2021,The PropheC,MOVE_UP
Runtuh,33,11/11/2021,"Feby Putri, Fiersa Besari",MOVE_DOWN
"Shiddat Title Track (From ""Shiddat"")",34,11/11/2021,Manan Bhardwaj,MOVE_UP
Pagsamo,35,11/11/2021,Arthur Nery,SAME_POSITION
Dibine Kadar,36,11/11/2021,Duman,SAME_POSITION
Mon Amour - Remix,37,11/11/2021,"zzoilo, Aitana",MOVE_UP
Seventeen Going Under,38,11/11/2021,Sam Fender,NEW_ENTRY
The Feels,39,11/11/2021,TWICE,MOVE_UP
MONEY,40,11/11/2021,LISA,MOVE_DOWN
23 (With Ape Drums),41,11/11/2021,Randy,MOVE_DOWN
Everyday Normal Guy 2,42,11/11/2021,Jon Lajoie,MOVE_UP
Amsterdam,43,11/11/2021,FLEMMING,MOVE_UP
love nwantiti - Remix,44,11/11/2021,CKay,MOVE_DOWN
ONLY,45,11/11/2021,LeeHi,MOVE_DOWN
Está Dañada,46,11/11/2021,Ivan Cornejo,MOVE_DOWN
Lost in the Fire (feat. The Weeknd),47,11/11/2021,Gesaffelstein,SAME_POSITION
Altüst Olmuşum,48,11/11/2021,Mavi Gri,MOVE_UP
Cold Heart - PNAU Remix,49,11/11/2021,"Elton John, Dua Lipa",MOVE_DOWN
Quello che fa male,50,11/11/2021,LDA,NEW_ENTRY
Love Tonight - Edit,25,8/8/2021,Shouse,MOVE_UP
Fancy Like,26,8/8/2021,Walker Hayes,SAME_POSITION
My Potna Dem,27,8/8/2021,$ilkMoney,MOVE_UP
Matter of Time (feat. Alex Maher),28,8/8/2021,Vandelux,MOVE_DOWN
Se Joga no Passinho,29,8/8/2021,"Brisa Star, Thiago Jhonathan (TJ)",SAME_POSITION
Love Tonight - David Guetta Remix Edit,30,8/8/2021,Shouse,SAME_POSITION
Trompetisto,31,8/8/2021,Sjaak,NEW_ENTRY
Duvet,32,8/8/2021,bôa,SAME_POSITION
Volta Rapariga,33,8/8/2021,Vitinho Imperador,MOVE_DOWN
GECELERİN DERDİ,34,8/8/2021,BEGE,MOVE_UP
Lütfen,35,8/8/2021,cakal,MOVE_DOWN
It's You,36,8/8/2021,Sezairi,MOVE_DOWN
Crazier,37,8/8/2021,Arthur Miguel,MOVE_DOWN
Tiroteo - Remix,38,8/8/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",MOVE_DOWN
Pain,39,8/8/2021,PinkPantheress,MOVE_DOWN
Loverboy,40,8/8/2021,A-Wall,MOVE_UP
Mónaco,41,8/8/2021,"LAGOS, Danny Ocean",MOVE_DOWN
FEVER,42,8/8/2021,ENHYPEN,MOVE_DOWN
As the World Caves In,43,8/8/2021,Sarah Cothran,MOVE_DOWN
BALANÇA A GLOCK,44,8/8/2021,"Mc Jajau, DJ LG",MOVE_UP
Volando - Remix,45,8/8/2021,"Mora, Bad Bunny, Sech",MOVE_DOWN
in heat.,46,8/8/2021,Hentai Xander,MOVE_DOWN
Woman,47,8/8/2021,Doja Cat,MOVE_UP
2055,48,8/8/2021,Sleepy Hallow,SAME_POSITION
rises the moon,49,8/8/2021,Liana Flores,MOVE_DOWN
Need To Know,50,8/8/2021,Doja Cat,NEW_ENTRY
love nwantiti (ah ah ah),1,9/22/2021,CKay,SAME_POSITION
love nwantiti - Remix,2,9/22/2021,CKay,SAME_POSITION
ONLY,3,9/22/2021,LeeHi,SAME_POSITION
Life Goes On,4,9/22/2021,Oliver Tree,SAME_POSITION
Meet Me At Our Spot,5,9/22/2021,"THE ANXIETY, WILLOW, Tyler Cole",SAME_POSITION
Affet Beni Sevgilim,6,9/22/2021,"Ege Balkiz, Burry Soprano",SAME_POSITION
Dinda,7,9/22/2021,Masdo,NEW_ENTRY
love nwantiti - North African Remix,8,9/22/2021,"CKay, ElGrandeToto",MOVE_DOWN
Do It To It,9,9/22/2021,"ACRAZE, Cherish",MOVE_DOWN
Mon Amour - Remix,10,9/22/2021,"zzoilo, Aitana",MOVE_DOWN
Cold Heart - PNAU Remix,11,9/22/2021,"Elton John, Dua Lipa",SAME_POSITION
I GUESS I'M IN LOVE,12,9/22/2021,Clinton Kane,MOVE_DOWN
It's Only Me - Studio Version,13,9/22/2021,Kaleb J,MOVE_DOWN
Todo Nicolas Cagezinho,14,9/22/2021,Dianho,MOVE_DOWN
Feel Like God !*,15,9/22/2021,VVS,MOVE_DOWN
STREETSX VACATION BIBLE SCHOOL,16,9/22/2021,XXKATUSJINSUX,SAME_POSITION
Szyby,17,9/22/2021,"Diho, Alberto, Bibič, Josef Bratan",MOVE_UP
Bala Love,18,9/22/2021,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",SAME_POSITION
Life By The Sea,19,9/22/2021,"Tubbo, CG5",MOVE_DOWN
Manike Mage Hithe,20,9/22/2021,"Chamath Sangeeth, Yohani, Satheeshan",SAME_POSITION
family ties (with Kendrick Lamar),21,9/22/2021,Baby Keem,MOVE_DOWN
Búscate Otro,22,9/22/2021,Jc La Nevula,SAME_POSITION
"Raataan Lambiyan",23,9/22/2021,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",MOVE_DOWN
September,24,9/22/2021,"Earth, Wind & Fire",MOVE_UP
Jugaste y Sufrí,25,9/22/2021,"Eslabon Armado, DannyLux",MOVE_DOWN
Loverboy,26,9/22/2021,A-Wall,MOVE_DOWN
Passinho Debochado,27,9/22/2021,Dan Ventura,MOVE_DOWN
u.,28,9/22/2021,niteboi,MOVE_UP
edamame (feat. Rich Brian),29,9/22/2021,bbno$,MOVE_DOWN
Tell Me Something Good,30,9/22/2021,Ewan McVicar,SAME_POSITION
"Ranjha",31,9/22/2021,"Jasleen Royal, B Praak",MOVE_DOWN
Pepas,32,9/22/2021,Farruko,MOVE_DOWN
Belgisches Viertel,33,9/22/2021,ART,MOVE_DOWN
Two Moons,34,9/22/2021,BoyWithUke,MOVE_UP
Hate that…,35,9/22/2021,"KEY, TAEYEON",MOVE_DOWN
INDUSTRY BABY (feat. Jack Harlow),36,9/22/2021,Lil Nas X,MOVE_UP
SKUTE BOBO,37,9/22/2021,SKUTE BOBO,MOVE_DOWN
Sem Sentimento,38,9/22/2021,"DG e Batidão Stronda, Felipe Amorim, Mc Danny",MOVE_DOWN
Rei Lacoste,39,9/22/2021,"MD Chefe, DomLaike",MOVE_DOWN
Chega E Senta - Ao Vivo,40,9/22/2021,John Amplificado,MOVE_DOWN
STAY (with Justin Bieber),41,9/22/2021,The Kid LAROI,SAME_POSITION
Lay It Down,42,9/22/2021,Steelix,NEW_ENTRY
YOK (Ee daha daha nasılsınız?),43,9/22/2021,Sura İskenderli,MOVE_DOWN
GUY.exe,44,9/22/2021,Superfruit,MOVE_UP
10von10,45,9/22/2021,Pajel,MOVE_DOWN
Hurricane,46,9/22/2021,Kanye West,MOVE_DOWN
Alone With You,47,9/22/2021,Arz,MOVE_DOWN
Bahaya,48,9/22/2021,"Arsy Widianto, Tiara Andini",MOVE_DOWN
Amapolas,49,9/22/2021,Leo Rizzi,SAME_POSITION
Ikaw Lang,50,9/22/2021,NOBITA,NEW_ENTRY
Hadal Ahbek,1,1/29/2021,Issam Alnajjar,SAME_POSITION
Camisa do Flamengo,2,1/29/2021,"MC Meno K, DJ 2L da Rocinha",SAME_POSITION
Xerecard,3,1/29/2021,"Jeff Costa, Mc Danny",SAME_POSITION
I Am (feat. Flo Milli),4,1/29/2021,"Yung Baby Tate, Slade Da Monsta",MOVE_UP
M4,5,1/29/2021,"Teto, Matuê",MOVE_UP
Wildest Dreams,6,1/29/2021,Duomo,SAME_POSITION
Wellerman,7,1/29/2021,The Longest Johns,MOVE_DOWN
Camisa do Grêmio,8,1/29/2021,"MC Meno K, DJ Neeh",SAME_POSITION
Paparazzi,9,1/29/2021,Kim Dracula,SAME_POSITION
Astronaut In The Ocean,10,1/29/2021,Masked Wolf,MOVE_UP
Dünyadan Uzak,11,1/29/2021,Sakiler,MOVE_DOWN
Esquema Preferido,12,1/29/2021,"DJ Ivis, Tarcísio do Acordeon",MOVE_DOWN
Katakan Saja,13,1/29/2021,Khifnu,MOVE_UP
Violent,14,1/29/2021,carolesdaughter,MOVE_DOWN
ROLLIN N CONTROLLIN FREESTYLE,15,1/29/2021,DUSTY LOCANE,MOVE_UP
Good Days,16,1/29/2021,SZA,MOVE_DOWN
Rolando (Caught In The Rain),17,1/29/2021,DUSTY LOCANE,MOVE_DOWN
Blue Jeans,18,1/29/2021,GANGGA,SAME_POSITION
2 Phút Hơn - KAIZ Remix,19,1/29/2021,Pháo,SAME_POSITION
Mi Trokita Cumbia,20,1/29/2021,Obzesion,SAME_POSITION
Buss It,22,1/29/2021,Erica Banks,SAME_POSITION
Mmmh,23,1/29/2021,KAI,SAME_POSITION
Streets,24,1/29/2021,Doja Cat,SAME_POSITION
Get on the Beers,25,1/29/2021,"Mashd N Kutcher, Dan Andrews",SAME_POSITION
What A Shame,26,1/29/2021,Leyla Blue,MOVE_UP
Bayrisch Drip,27,1/29/2021,Sääftig,MOVE_DOWN
Save Your Tears,28,1/29/2021,The Weeknd,MOVE_UP
Can You Feel My Heart,29,1/29/2021,Bring Me The Horizon,MOVE_DOWN
Vete Pal Carajo,30,1/29/2021,"Yan Block, Jay Wheeler, DJ Nelson",MOVE_UP
Weightless Part 1,31,1/29/2021,Marconi Union,MOVE_UP
L-Gante Rkt,32,1/29/2021,"Papu DJ, L-Gante",MOVE_DOWN
Mds,33,1/29/2021,"Kawe, Mc Lele JP",SAME_POSITION
Anyone,34,1/29/2021,Justin Bieber,MOVE_UP
No Te Enamores - Remix,35,1/29/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",MOVE_UP
Nega Chegando,36,1/29/2021,"O Boy da Seresta, Menor Nico",MOVE_DOWN
Strange (feat. Hillary Smith),37,1/29/2021,Kris Bowers,MOVE_DOWN
うっせぇわ,38,1/29/2021,Ado,SAME_POSITION
Boku no Sensou - TV Size,39,1/29/2021,Shinsei Kamattechan,SAME_POSITION
Beat Box 2,40,1/29/2021,"SpotemGottem, Pooh Shiesty",MOVE_UP
Roses,41,1/29/2021,Finn Askew,NEW_ENTRY
Hecha Pa' Mi,42,1/29/2021,Boza,MOVE_DOWN
Bandido,43,1/29/2021,"Myke Towers, Juhn",MOVE_DOWN
Bir Sebebi Var,44,1/29/2021,İkilem,MOVE_DOWN
oops!,45,1/29/2021,Yung Gravy,MOVE_DOWN
Seni Dert Etmeler,46,1/29/2021,Madrigal,MOVE_DOWN
WITHOUT YOU,47,1/29/2021,The Kid LAROI,SAME_POSITION
"thank u, next",48,1/29/2021,Vitamin String Quartet,MOVE_DOWN
Your New Boyfriend,49,1/29/2021,Wilbur Soot,MOVE_DOWN
Heartbreak Anniversary,50,1/29/2021,Giveon,NEW_ENTRY
TO THE,1,12/31/2021,GoldSkull,SAME_POSITION
We Don't Talk About Bruno,2,12/31/2021,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",SAME_POSITION
Happy Death Day,3,12/31/2021,Xdinary Heroes,SAME_POSITION
Surface Pressure,4,12/31/2021,Jessica Darrow,SAME_POSITION
Down Under (feat. Colin Hay),5,12/31/2021,Luude,SAME_POSITION
Love Grows (Where My Rosemary Goes),6,12/31/2021,Edison Lighthouse,MOVE_UP
No se habla de Bruno,7,12/31/2021,"Carolina Gaitán - La Gaita, Mauro Castillo, Daniela Sierra, Juanse Diez, Isabel Garcés, Olga Lucía Vives, Encanto - Elenco",MOVE_DOWN
"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",8,12/31/2021,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",MOVE_DOWN
ELEVEN,9,12/31/2021,IVE,MOVE_DOWN
Swimming Pool,10,12/31/2021,Marie Madeleine,MOVE_DOWN
I AM WOMAN,11,12/31/2021,Emmy Meli,SAME_POSITION
abcdefu,12,12/31/2021,GAYLE,SAME_POSITION
"Uyire - From ""Minnal Murali""",13,12/31/2021,"Shaan Rahman, Narayani Gopan, Mithun Jayaraj",NEW_ENTRY
Malvadão 3,14,12/31/2021,"Xamã, Gustah, Neo Beats",SAME_POSITION
Shake,15,12/31/2021,"IShowSpeed, Aura The Scientist",MOVE_DOWN
Harnaś ice tea,16,12/31/2021,Gawryle,MOVE_DOWN
Die For You,17,12/31/2021,"VALORANT, Grabbitz",MOVE_DOWN
Gamzedeyim Deva Bulmam,18,12/31/2021,"Dedublüman, Çağrı Çelik",MOVE_DOWN
MIDDLE OF THE NIGHT,19,12/31/2021,Elley Duhé,MOVE_DOWN
Sunroof,20,12/31/2021,"Nicky Youre, dazy",MOVE_UP
Pope Is a Rockstar,21,12/31/2021,SALES,MOVE_DOWN
Kül,22,12/31/2021,"Cem Adrian, Mark Eliyahu",MOVE_DOWN
What Else Can I Do?,23,12/31/2021,"Diane Guerrero, Stephanie Beatriz",MOVE_UP
Sahara,24,12/31/2021,Hensonn,MOVE_DOWN
Just A Little While,25,12/31/2021,The 502s,MOVE_DOWN
Assalto Perigoso,26,12/31/2021,Melody,SAME_POSITION
"如果可以 - 電影""月老""主題曲",27,12/31/2021,WeiBird,MOVE_UP
Alien Blues,28,12/31/2021,Vundabar,MOVE_DOWN
Nadie Va A Pensar En Ti Mejor Que Yo,29,12/31/2021,Conjunto Rienda Real,MOVE_UP
Pano,30,12/31/2021,Zack Tabudlo,MOVE_DOWN
La Espada,31,12/31/2021,Eternal Raijin,SAME_POSITION
Saami Saami,32,12/31/2021,Mounika Yadav,SAME_POSITION
Material Girl,33,12/31/2021,Saucy Santana,MOVE_UP
Boho Days,34,12/31/2021,"Andrew Garfield, Robin de Jesus, Alexandra Shipp, Joshua Henry, Vanessa Hudgens",MOVE_UP
It's Called: Freefall,35,12/31/2021,Rainbow Kitten Surprise,MOVE_DOWN
I Hate U,36,12/31/2021,SZA,MOVE_DOWN
Dat heb jij gedaan,37,12/31/2021,MEAU,MOVE_DOWN
Do It To It,38,12/31/2021,"ACRAZE, Cherish",NEW_ENTRY
Formosa,39,12/31/2021,"Kaio Viana, MC CJ",MOVE_DOWN
It'll Be Okay,40,12/31/2021,Shawn Mendes,MOVE_DOWN
The Family Madrigal,41,12/31/2021,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",MOVE_UP
"Deu Meia Noite, Eu Sumi, Geral Soltando Fogos",42,12/31/2021,"Mc Delux, DJ MT7",NEW_ENTRY
TITAN,43,12/31/2021,Salastkbron,MOVE_DOWN
Ah Canım Sevgilim - Demo,44,12/31/2021,Rei 6,MOVE_DOWN
No Wahala,45,12/31/2021,1da Banton,MOVE_DOWN
Mi Gata,46,12/31/2021,"Standly, El Barto",NEW_ENTRY
Waiting On A Miracle,47,12/31/2021,Stephanie Beatriz,NEW_ENTRY
Dos Oruguitas,48,12/31/2021,Sebastian Yatra,NEW_ENTRY
BM (London View),49,12/31/2021,OTP,MOVE_DOWN
God Must Hate Me,50,12/31/2021,Catie Turner,MOVE_DOWN
FVN!,1,8/9/2021,LVL1,SAME_POSITION
Puppy Princess,2,8/9/2021,Hot Freaks,NEW_ENTRY
Diamond in the rough,3,8/9/2021,Arik Ancelin,MOVE_DOWN
Bilmem Mi?,4,8/9/2021,Sefo,MOVE_UP
STAY (with Justin Bieber),5,8/9/2021,The Kid LAROI,MOVE_UP
Mon Amour,6,8/9/2021,zzoilo,MOVE_DOWN
Everywhereigo,7,8/9/2021,Babyxsosa,MOVE_UP
FMRN,8,8/9/2021,Lilyisthatyou,MOVE_DOWN
Not Into You,9,8/9/2021,Brooksie,MOVE_DOWN
París,10,8/9/2021,Ingratax,MOVE_DOWN
Not Around,11,8/9/2021,Nova,SAME_POSITION
Sen Varsın Diye,12,8/9/2021,Yüzyüzeyken Konuşuruz,SAME_POSITION
Pepas,13,8/9/2021,Farruko,MOVE_UP
Beethoven,14,8/9/2021,Kenndog,MOVE_UP
Bul Beni,15,8/9/2021,Ezhel,MOVE_UP
Entre Nosotros,16,8/9/2021,"Tiago PZK, LIT killah",MOVE_UP
Here's Your Perfect,17,8/9/2021,Jamie Miller,MOVE_DOWN
Pesan Terakhir,18,8/9/2021,Lyodra,NEW_ENTRY
Bezos I,19,8/9/2021,Bo Burnham,MOVE_DOWN
Smells Like Teen Spirit,20,8/9/2021,Malia J,MOVE_DOWN
ralli,21,8/9/2021,"Lvbel C5, Batuflex",MOVE_DOWN
double take,22,8/9/2021,dhruv,MOVE_DOWN
LE CANE,23,8/9/2021,"Muti, UZI, Critical, Heijan",NEW_ENTRY
Matter of Time (feat. Alex Maher),24,8/9/2021,Vandelux,MOVE_UP
GYALIS,25,8/9/2021,Capella Grey,MOVE_DOWN
"I Ciebie też, bardzo",26,8/9/2021,Męskie Granie Orkiestra 2021,MOVE_DOWN
GECELERİN DERDİ,27,8/9/2021,BEGE,MOVE_UP
Love Tonight - Edit,28,8/9/2021,Shouse,MOVE_DOWN
Beggin',29,8/9/2021,Måneskin,MOVE_DOWN
Trompetisto,30,8/9/2021,Sjaak,MOVE_UP
Love Tonight - David Guetta Remix Edit,31,8/9/2021,Shouse,MOVE_DOWN
Lütfen,32,8/9/2021,cakal,MOVE_UP
Loverboy,33,8/9/2021,A-Wall,MOVE_UP
Fancy Like,34,8/9/2021,Walker Hayes,MOVE_DOWN
Viela,35,8/9/2021,Marcynho Sensação,NEW_ENTRY
Duvet,36,8/9/2021,bôa,MOVE_DOWN
My Potna Dem,37,8/9/2021,$ilkMoney,MOVE_DOWN
Für dich (feat. ille & MABU),38,8/9/2021,"lityway, yungfijay",MOVE_DOWN
It's You,39,8/9/2021,Sezairi,MOVE_DOWN
Volta Rapariga,40,8/9/2021,Vitinho Imperador,MOVE_DOWN
Crazier,41,8/9/2021,Arthur Miguel,MOVE_DOWN
Pain,42,8/9/2021,PinkPantheress,MOVE_DOWN
Tiroteo - Remix,43,8/9/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",MOVE_DOWN
penhasco.,44,8/9/2021,Luísa Sonza,NEW_ENTRY
Mendung Tanpo Udan,45,8/9/2021,Ndarboy Genk,NEW_ENTRY
Se Joga no Passinho,46,8/9/2021,"Brisa Star, Thiago Jhonathan (TJ)",MOVE_DOWN
BALANÇA A GLOCK,47,8/9/2021,"Mc Jajau, DJ LG",MOVE_DOWN
FEVER,48,8/9/2021,ENHYPEN,MOVE_DOWN
Woman,49,8/9/2021,Doja Cat,MOVE_DOWN
Strange,50,8/9/2021,Celeste,NEW_ENTRY
SAD GIRLZ LUV MONEY Remix,1,11/12/2021,Amaarae,SAME_POSITION
GHOST TOWN,2,11/12/2021,Benson Boone,SAME_POSITION
Do It To It,3,11/12/2021,"ACRAZE, Cherish",SAME_POSITION
Por Supuesto,4,11/12/2021,Marina Sena,SAME_POSITION
Notion,5,11/12/2021,The Rare Occasions,SAME_POSITION
abcdefu,6,11/12/2021,GAYLE,MOVE_UP
Toxic,7,11/12/2021,BoyWithUke,MOVE_DOWN
Nuestra Canción,8,11/12/2021,"Monsieur Periné, Vicente Garcia",MOVE_DOWN
Я буду ебать,9,11/12/2021,"Moreart, IHI",MOVE_DOWN
Ameaça,10,11/12/2021,"Paulo Pires, Mc Danny, Marcynho Sensação",MOVE_DOWN
Estrelinha - Ao Vivo,12,11/12/2021,"Di Paullo & Paulino, Marília Mendonça",MOVE_DOWN
all I want is you,13,11/12/2021,"Rebzyyx, hoshie star",SAME_POSITION
I Love You So,14,11/12/2021,The Walters,SAME_POSITION
Profissão F0Da,15,11/12/2021,"DJ Roca, Mc Delux, MC PPS",SAME_POSITION
Want me,16,11/12/2021,Strangerboi24,SAME_POSITION
WFM,17,11/12/2021,RealestK,SAME_POSITION
24/7,18,11/12/2021,"Celina Sharma, Harris J.",SAME_POSITION
Nothing,19,11/12/2021,Bruno Major,MOVE_UP
Distance Love,20,11/12/2021,"Grewal, Zehr Vibe",MOVE_DOWN
Habang Buhay,21,11/12/2021,Zack Tabudlo,MOVE_UP
Easy On Me,22,11/12/2021,Adele,MOVE_DOWN
masquerade,23,11/12/2021,Siouxxie,MOVE_UP
Better Days (NEIKED x Mae Muller x Polo G),24,11/12/2021,NEIKED,MOVE_DOWN
Smooth Criminal,25,11/12/2021,Mirza 2 Shlongz,NEW_ENTRY
see you later (ten years),26,11/12/2021,Jenna Raine,MOVE_DOWN
Todo Mundo Menos Você,27,11/12/2021,"Marília Mendonça, Maiara & Maraisa",SAME_POSITION
Face Off,28,11/12/2021,"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",MOVE_DOWN
Esqueça-Me Se For Capaz,29,11/12/2021,"Marília Mendonça, Maiara & Maraisa",MOVE_UP
Chitta,30,11/12/2021,Manan Bhardwaj,MOVE_UP
10 NUMARA,31,11/12/2021,Lvbel C5,MOVE_DOWN
Kina Chir,32,11/12/2021,The PropheC,SAME_POSITION
BMW,33,11/12/2021,"Because, Leslie",MOVE_DOWN
Runtuh,34,11/12/2021,"Feby Putri, Fiersa Besari",MOVE_DOWN
Seventeen Going Under,35,11/12/2021,Sam Fender,MOVE_UP
"Shiddat Title Track (From ""Shiddat"")",36,11/12/2021,Manan Bhardwaj,MOVE_DOWN
Mon Amour - Remix,37,11/12/2021,"zzoilo, Aitana",SAME_POSITION
Dibine Kadar,38,11/12/2021,Duman,MOVE_DOWN
Cpr,39,11/12/2021,cupcakKe,NEW_ENTRY
Pagsamo,40,11/12/2021,Arthur Nery,MOVE_DOWN
The Feels,41,11/12/2021,TWICE,MOVE_DOWN
MONEY,42,11/12/2021,LISA,MOVE_DOWN
23 (With Ape Drums),43,11/12/2021,Randy,MOVE_DOWN
Everyday Normal Guy 2,44,11/12/2021,Jon Lajoie,MOVE_DOWN
love nwantiti - Remix,45,11/12/2021,CKay,MOVE_DOWN
Está Dañada,46,11/12/2021,Ivan Cornejo,SAME_POSITION
ONLY,47,11/12/2021,LeeHi,MOVE_DOWN
Amsterdam,48,11/12/2021,FLEMMING,MOVE_DOWN
Altüst Olmuşum,49,11/12/2021,Mavi Gri,MOVE_DOWN
Lost in the Fire (feat. The Weeknd),50,11/12/2021,Gesaffelstein,MOVE_DOWN
Hadal Ahbek,1,1/30/2021,Issam Alnajjar,SAME_POSITION
Camisa do Flamengo,2,1/30/2021,"MC Meno K, DJ 2L da Rocinha",SAME_POSITION
Xerecard,3,1/30/2021,"Jeff Costa, Mc Danny",SAME_POSITION
I Am (feat. Flo Milli),4,1/30/2021,"Yung Baby Tate, Slade Da Monsta",SAME_POSITION
M4,5,1/30/2021,"Teto, Matuê",SAME_POSITION
Wildest Dreams,6,1/30/2021,Duomo,SAME_POSITION
Wellerman,7,1/30/2021,The Longest Johns,SAME_POSITION
Astronaut In The Ocean,8,1/30/2021,Masked Wolf,MOVE_UP
Paparazzi,9,1/30/2021,Kim Dracula,SAME_POSITION
Camisa do Grêmio,10,1/30/2021,"MC Meno K, DJ Neeh",MOVE_DOWN
Dünyadan Uzak,11,1/30/2021,Sakiler,SAME_POSITION
Esquema Preferido,12,1/30/2021,"DJ Ivis, Tarcísio do Acordeon",SAME_POSITION
Katakan Saja,13,1/30/2021,Khifnu,SAME_POSITION
ROLLIN N CONTROLLIN FREESTYLE,14,1/30/2021,DUSTY LOCANE,MOVE_UP
Violent,15,1/30/2021,carolesdaughter,MOVE_DOWN
Good Days,16,1/30/2021,SZA,SAME_POSITION
Rolando (Caught In The Rain),17,1/30/2021,DUSTY LOCANE,SAME_POSITION
Blue Jeans,18,1/30/2021,GANGGA,SAME_POSITION
2 Phút Hơn - KAIZ Remix,19,1/30/2021,Pháo,SAME_POSITION
Mi Trokita Cumbia,20,1/30/2021,Obzesion,SAME_POSITION
Pierre,21,1/30/2021,Ryn Weaver,SAME_POSITION
Streets,22,1/30/2021,Doja Cat,MOVE_UP
Buss It,23,1/30/2021,Erica Banks,MOVE_DOWN
Mmmh,24,1/30/2021,KAI,MOVE_DOWN
Save Your Tears,25,1/30/2021,The Weeknd,MOVE_UP
Bayrisch Drip,26,1/30/2021,Sääftig,MOVE_UP
What A Shame,27,1/30/2021,Leyla Blue,MOVE_DOWN
agoraphobic,28,1/30/2021,CORPSE,NEW_ENTRY
Can You Feel My Heart,29,1/30/2021,Bring Me The Horizon,SAME_POSITION
Weightless Part 1,30,1/30/2021,Marconi Union,MOVE_UP
Vete Pal Carajo,31,1/30/2021,"Yan Block, Jay Wheeler, DJ Nelson",MOVE_DOWN
L-Gante Rkt,32,1/30/2021,"Papu DJ, L-Gante",SAME_POSITION
Anyone,33,1/30/2021,Justin Bieber,MOVE_UP
Mds,34,1/30/2021,"Kawe, Mc Lele JP",MOVE_DOWN
No Te Enamores - Remix,35,1/30/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",SAME_POSITION
Boku no Sensou - TV Size,36,1/30/2021,Shinsei Kamattechan,MOVE_UP
うっせぇわ,37,1/30/2021,Ado,MOVE_UP
Strange (feat. Hillary Smith),38,1/30/2021,Kris Bowers,MOVE_DOWN
Beat Box 2,39,1/30/2021,"SpotemGottem, Pooh Shiesty",MOVE_UP
Get on the Beers,40,1/30/2021,"Mashd N Kutcher, Dan Andrews",MOVE_DOWN
Roses,41,1/30/2021,Finn Askew,SAME_POSITION
